name,whisky_type,volume(cl),alcohol(%),alcohol_density,price(£),price_per_cl,style_body,style_richness,style_smoke,style_sweetness,country,region,casktype,cask_group,bottler,bottler_group,is_independent,colouring,age,vintage,bottling_decade,is_vintage,has_age,has_bottling_decade,is_nas,characters,nose,palate,finish,food_paring,reviews,is_no_note,url,strong_smoke,style_missing,flavour_note,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,body_tag,richness_tag,smoke_tag,sweetness_tag,flavour_pattern,family_combo,F1,F2
DimpleBot.1950s Spring Cap,blended,75.0,40.0,3000.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1950.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/73549/dimple-bot1950s-spring-cap,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Ballantine's 12 Year OldBot.1980s,blended,75.0,43.0,3225.0,135.0,1.8,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,12.0,,1980.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/73336/ballantines-12-year-old-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Haig Gold LabelNAAFI Stores Bot.1950s,blended,75.0,40.0,3000.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1950.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/73206/haig-gold-label-naafi-stores-bot1950s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Black Bull 18 Year OldFaldo Special Editio,blended,70.0,50.0,3500.0,122.0,1.7428571428571429,3.0,3.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,18.0,,,0,1,0,0,"Milk Chocolate, Honey, Vanilla, Apple",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/73109/black-bull-18-year-old-faldo-special-editio,0,0,"Milk Chocolate, Honey, Vanilla, Apple",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'sweet')",-0.10011350072649716,0.1929127450350184
Black Bull 30 Year OldFaldo Special Edition,blended,70.0,50.0,3500.0,293.0,4.185714285714286,4.0,4.0,0.0,4.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,30.0,,,0,1,0,0,"Fruit Cake, Rose, Lemongrass, Dark Chocolate, Raisins",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/73110/black-bull-30-year-old-faldo-special-edition,0,0,"Fruit Cake, Rose, Lemongrass, Dark Chocolate, Raisins",0,0,1,0,1,0,0,0,0,0,0,0,0,0,full,rich,non,sweet,full_rich_non_sweet,"('floral', 'sweet')",1.2179166517423239,-0.8655373170353984
Black Bull 12 Year Old,blended,70.0,50.0,3500.0,44.25,0.6321428571428571,3.0,3.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,12.0,,,0,1,0,0,"Hazelnut, Raspberry, Dark Chocolate, Raisins",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/73103/black-bull-12-year-old,0,0,"Hazelnut, Raspberry, Dark Chocolate, Raisins",0,1,0,0,1,1,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'nutty')",-0.12475652067245775,-0.278845551456168
Woven Whisky Experience N.17,blended,50.0,46.1,2305.0,70.25,1.405,3.0,3.0,3.0,3.0,scotland,unknown_scotland,not specified,unknown,,woven,1,Unknown,,,,0,0,0,1,"Salt (powder), Marmalade, Wax, Peat smoke",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/72863/woven-whisky-experience-n17,1,0,"Salt (powder), Marmalade, Wax, Peat smoke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,round,smoky,balanced,medium_round_smoky_balanced,(),-0.050827460834575976,1.136429338017391
Woven Whisky Experience N.16,blended,50.0,47.7,2385.0,57.25,1.145,4.0,3.0,3.0,3.0,scotland,unknown_scotland,not specified,unknown,,woven,1,Unknown,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/72862/woven-whisky-experience-n16,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,full,round,smoky,balanced,full_round_smoky_balanced,(),1.1547418904426396,1.1786350672124182
Ballantine’s 7 Year Old American Barrel x RZA Limited Edition,blended,70.0,40.0,2800.0,37.95,0.5421428571428571,3.0,3.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,"Honeysuckle, Toffee, Apple, Caramel, Pear",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/72732/ballantines-7-year-old-american-barrel-x-rza-limited-edition,0,0,"Honeysuckle, Toffee, Apple, Caramel, Pear",0,1,1,0,1,0,0,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'floral', 'sweet')",-0.10011350072649716,0.1929127450350184
Grant's Royal 12 Year OldBot.1970s,blended,75.0,40.0,3000.0,99.95,1.3326666666666669,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,12.0,,1970.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/72712/grants-royal-12-year-old-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Compass Box Metropolis,blended,70.0,46.0,3220.0,264.0,3.7714285714285714,,,,,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,False,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/72646/compass-box-metropolis,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Chequers Over 12 Years OldBot.1980s,blended,75.0,40.0,3000.0,120.0,1.6,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,12.0,,1980.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/72612/chequers-over-12-years-old-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Dewar's 12 Year Old,blended,70.0,40.0,2800.0,37.95,0.5421428571428571,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,12.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/72481/dewars-12-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Chequers Over 12 Years OldBot.1970s,blended,75.0,40.0,3000.0,120.0,1.6,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,12.0,,1970.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/72308/chequers-over-12-years-old-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Storyman Blended Whisky,blended,70.0,46.0,3220.0,55.25,0.7892857142857143,3.0,3.0,1.0,2.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,"Vanilla, Caramel, Toffee, Apple, Apricot, Pear",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/72217/storyman-blended-whisky,0,0,"Vanilla, Caramel, Toffee, Apple, Apricot, Pear",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'sweet')",-0.1354182111147497,0.7806240078439443
Blended Scotch Whisky 198934 Year Old Gleann Mor Rare Find,blended,70.0,54.9,3843.0,275.0,3.928571428571429,3.0,4.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,gleann mor,gleann mor,1,False,34.0,1989.0,,1,1,0,0,"Orange, Apple, Caramel, Plums",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/72087/blended-scotch-whisky-1989-34-year-old-gleann-mor-rare-find,0,0,"Orange, Apple, Caramel, Plums",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,rich,non,balanced,medium_rich_non_balanced,"('fruity', 'sweet')",-0.022957409923144413,-0.3200317834214994
Ardray Blended Scotch Whisky,blended,70.0,48.0,3360.0,57.44,0.8205714285714285,3.0,2.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,"Vanilla, Custard, Orange, Apple, Plums, Smoke",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/71810/ardray-blended-scotch-whisky,0,0,"Vanilla, Custard, Orange, Apple, Plums, Smoke",0,1,0,0,1,0,0,0,0,0,1,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'sweet', 'creamy')",-0.20191261147581052,0.2340989770003498
Cutty Sark 33 Year Old,blended,70.0,41.7,2919.0,646.0,9.228571428571428,3.0,2.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,33.0,,,0,1,0,0,"Raisins, Honeycomb, Apple, Almond, Coconut, Grapefruit",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/71665/cutty-sark-33-year-old,0,0,"Raisins, Honeycomb, Apple, Almond, Coconut, Grapefruit",0,1,0,0,0,1,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'nutty')",-0.22655563142177113,-0.2376593194908366
Royal Salute 21 Year Old The Miami Polo Edition,blended,70.0,40.0,2800.0,215.0,3.071428571428572,3.0,1.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,21.0,,,0,1,0,0,"Apricot, Pear, White chocolate, Lemon, Honey, Coconut",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/71642/royal-salute-21-year-old-the-miami-polo-edition,0,0,"Apricot, Pear, White chocolate, Lemon, Honey, Coconut",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,lean,non,balanced,medium_lean_non_balanced,"('fruity', 'sweet')",-0.32835474217108446,-0.1964730875255052
Gilbey's Spey RoyalBot.1970s,blended,75.0,40.0,3000.0,150.0,2.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1970.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/71246/gilbeys-spey-royal-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Woven Whisky Experience N.14 Kaleidoscopic,blended,50.0,51.7,2585.0,84.95,1.699,3.0,3.0,1.0,2.0,scotland,unknown_scotland,not specified,unknown,,woven,1,Unknown,,,,0,0,0,1,"Wildflowers, Marzipan, Apple, Smoke, Leaves",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/71096/woven-whisky-experience-n14-kaleidoscopic,0,0,"Wildflowers, Marzipan, Apple, Smoke, Leaves",0,1,0,0,0,1,0,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'nutty')",-0.1354182111147497,0.7806240078439443
Woven Whisky Experience N.13 Catalyst,blended,50.0,47.1,2355.0,63.95,1.279,3.0,3.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,woven,1,Unknown,,,,0,0,0,1,"Dark Chocolate, Brine, Oak, Cinnamon, Cacao, Black Pepper",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/71095/woven-whisky-experience-n13-catalyst,0,0,"Dark Chocolate, Brine, Oak, Cinnamon, Cacao, Black Pepper",0,0,0,0,1,0,1,1,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('sweet', 'spicy', 'woody')",-0.10011350072649716,0.1929127450350184
Woven Whisky Experience N.12 Echoes,blended,50.0,47.3,2365.0,50.95,1.019,3.0,3.0,3.0,2.0,scotland,unknown_scotland,not specified,unknown,,woven,1,Unknown,,,,0,0,0,1,"Apple, Malt, Smoke, Vanilla",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/71094/woven-whisky-experience-n12-echoes,1,0,"Apple, Malt, Smoke, Vanilla",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,smoky,balanced,medium_round_smoky_balanced,"('fruity', 'sweet')",-0.08613217122282853,1.724140600826317
Compass Box Delos,blended,70.0,49.0,3430.0,262.0,3.742857142857143,2.0,1.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,,compass box,1,False,,,,0,0,0,1,"Orange, Pear, Vanilla, Honey, Heather, Pineapple",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/70503/compass-box-delos,0,0,"Orange, Pear, Vanilla, Honey, Heather, Pineapple",0,1,1,0,1,0,0,0,0,0,0,0,0,0,medium,lean,non,balanced,medium_lean_non_balanced,"('fruity', 'floral', 'sweet')",-1.5339240934483005,-0.2386788167205322
Royal Salute House of Quinn by Richard Quinn,blended,70.0,49.8,3486.0,9500.0,135.71428571428572,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/70365/royal-salute-house-of-quinn-by-richard-quinn,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Something Special De Luxe WhiskyBot.1980s,blended,75.0,40.0,3000.0,150.0,2.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1980.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/69911/something-special-de-luxe-whisky-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Antiquary De LuxeBot.1970s,blended,75.0,40.0,3000.0,99.95,1.3326666666666669,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1970.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/69910/antiquary-de-luxe-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Antiquary 12 Year OldBot.1980s,blended,75.0,40.0,3000.0,74.95,0.9993333333333334,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,12.0,,1980.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/69905/antiquary-12-year-old-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Johnnie Walker SwingBot.1960s,blended,76.0,43.0,3268.0,399.0,5.25,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1960.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/69453/johnnie-walker-swing-bot1960s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
White Heather 21 Year Old,blended,70.0,48.0,3360.0,132.0,1.8857142857142857,3.0,2.0,2.0,4.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,21.0,,,0,1,0,0,"Butterscotch, Honey, Heather, Smoke, Orange, Oak",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/69303/white-heather-21-year-old,0,0,"Butterscotch, Honey, Heather, Smoke, Orange, Oak",0,1,1,0,1,0,0,1,0,0,0,0,0,0,medium,round,light_smoke,sweet,medium_round_light_smoke_sweet,"('fruity', 'floral', 'sweet', 'woody')",-0.14196488114159736,0.11814601068261027
Whyte & Mackay 21 Year Old,blended,70.0,43.0,3010.0,199.0,2.842857142857143,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,21.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/68755/whyte-mackay-21-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Johnnie Walker Red LabelBot.1980s,blended,200.0,43.0,8600.0,275.0,1.375,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1980.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/68633/johnnie-walker-red-label-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Golden HeatherBot.1970s,blended,75.0,40.0,3000.0,150.0,2.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1970.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/68614/golden-heather-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Dimple HaigBot.1970s,blended,75.0,40.0,3000.0,125.0,1.6666666666666667,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1970.0,0,0,1,0,"Honey, Fudge, Smoke, Caramel, Malt, Grapefruit",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/68615/dimple-haig-bot1970s,0,1,"Honey, Fudge, Smoke, Caramel, Malt, Grapefruit",0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
Compass Box Ultramarine,blended,70.0,51.0,3570.0,300.0,4.285714285714286,3.0,4.0,2.0,3.0,scotland,unknown_scotland,not specified,unknown,,compass box,1,False,,,,0,0,0,1,"Toffee, Clove, Dried Fruit, Smoke, Hazelnut, Oak",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/68254/compass-box-ultramarine,0,0,"Toffee, Clove, Dried Fruit, Smoke, Hazelnut, Oak",0,0,0,0,1,1,1,1,0,0,0,0,0,0,medium,rich,light_smoke,balanced,medium_rich_light_smoke_balanced,"('sweet', 'nutty', 'spicy', 'woody')",0.026328629968776766,0.6234848095608734
Dewar's White LabelBot.1980s,blended,75.0,40.0,3000.0,110.0,1.4666666666666666,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1980.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/68180/dewars-white-label-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Ballantine's 17 Year OldBot.1980s,blended,75.0,43.0,3225.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,17.0,,1980.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/68163/ballantines-17-year-old-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Johnnie Walker Premier,blended,75.0,43.0,3225.0,250.0,3.333333333333333,4.0,4.0,2.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,"Ginger, Toffee, Smoke, Dried Fruit",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/68065/johnnie-walker-premier,0,0,"Ginger, Toffee, Smoke, Dried Fruit",0,0,0,0,1,0,1,0,0,0,0,0,0,0,full,rich,light_smoke,balanced,full_rich_light_smoke_balanced,"('sweet', 'spicy')",1.2318979812459925,0.6656905387559003
Johnnie Walker SwingBot.1980s,blended,75.0,43.0,3225.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1980.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/68050/johnnie-walker-swing-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Chivas Regal 12 Year OldBot.1980s,blended,378.0,43.0,16254.0,450.0,1.1904761904761905,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,12.0,,1980.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/67723/chivas-regal-12-year-old-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Pure Scot Virgin Oak,blended,70.0,43.0,3010.0,44.25,0.6321428571428571,2.0,3.0,1.0,3.0,scotland,unknown_scotland,new oak,bourbon,,pure scot,1,True,,,,0,0,0,1,"Apple, Oak, Honey, Ginger, Nutmeg, Orange",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/67659/pure-scot-virgin-oak,0,0,"Apple, Oak, Honey, Ginger, Nutmeg, Orange",0,1,0,0,1,0,1,1,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'sweet', 'spicy', 'woody')",-1.3056828520037131,0.15070701583999138
Pure Scot Signature 106,blended,70.0,53.0,3710.0,54.75,0.7821428571428571,3.0,3.0,2.0,3.0,scotland,unknown_scotland,not specified,unknown,,pure scot,1,True,,,,0,0,0,1,"Oak, Vanilla, Apple, Orange, Ginger, Toffee",no description,no description,no description,,"Absolutely delicious, by far my favourite whisky so far and I have tried a few. I am a firm fan of the more gentle whiskies, Dalwhinnie instantly springs to mind. But this is instantly smoother which is really dangerous because at 53% ABV it really packs a punch. Flavours of hot buttered toast and Oxford marmalade instantly spring to the fore followed by a light fermented hay flavour and finishes sweet with a honey taste. A blended whisky that can beat many a pure malt into submission? Bladnoch are doing something right!",0,https://www.thewhiskyexchange.com/p/67660/pure-scot-signature-106,0,0,"Oak, Vanilla, Apple, Orange, Ginger, Toffee",0,1,0,0,1,0,1,1,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'sweet', 'spicy', 'woody')",-0.07547048078053657,0.6646710415262047
Dewar's White Label Centennial Flagon1886-1986 Bot.1980s,blended,75.0,40.0,3000.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1980.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/67543/dewars-white-label-centennial-flagon-1886-1986-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Ballantine's 17 Year OldBot.1960s,blended,75.0,40.0,3000.0,600.0,8.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,17.0,,1960.0,0,1,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/67529/ballantines-17-year-old-bot1960s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Bell's Extra SpecialBot.1970s,blended,75.0,40.0,3000.0,99.95,1.3326666666666669,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,1970.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/67511/bells-extra-special-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
